date,sales_usd,product_description,client_name,sales_agent_name
43845,1230780.75,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43846,233096.6545,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43846,1152134.393,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43846,1386597.961,Producto H,Pescaditos SA de CV,Raul Jimenez
43847,116098.1403,Producto F,Libros al por Mayor S.A.P.I de C.V.,Raul Jimenez
43847,316701.8302,Producto H,Pescaditos SA de CV,Raul Jimenez
43848,181177.3476,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43848,1091980.036,Producto H,Pescaditos SA de CV,Raul Jimenez
43848,1858617.49,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43850,414791.5067,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43850,503856.294,Producto F,Arbolitos Unidos de México S.A. de C.V.,Raul Jimenez
43850,674949.3207,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43850,2035836.183,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43851,798256.4602,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43851,865055.436,Producto G,Arbolitos Unidos de México S.A. de C.V.,Raul Jimenez
43852,1131827.119,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43852,1953761.933,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43854,169995.3518,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43854,441505.5198,Producto H,Pescaditos SA de CV,Raul Jimenez
43854,1869286.638,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43854,2447790.396,Producto E,Quesillos S.C.,Raul Jimenez
43854,17059832.2,Producto G,Quesillos S.C.,Raul Jimenez
43855,406796.9811,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43855,1102522.387,Producto H,Pescaditos SA de CV,Raul Jimenez
43855,3198899.596,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43857,702727.2727,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43857,1035600.527,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43859,750313.506,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43859,1356571.867,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43860,370589.2065,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43860,1940498.475,Producto E,Libros al por Mayor S.A.P.I de C.V.,Raul Jimenez
43860,1962953.483,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43861,428419.7497,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43861,2761847.9,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43595,1096994.731,Producto E,Libros al por Mayor S.A.P.I de C.V.,Raul Jimenez
43599,4794895.879,Producto H,Pescaditos SA de CV,Raul Jimenez
43606,2462232.298,Producto H,Pescaditos SA de CV,Raul Jimenez
43609,2145173.338,Producto H,Pescaditos SA de CV,Raul Jimenez
43612,1773137.623,Producto H,Pescaditos SA de CV,Raul Jimenez
43613,1793045.145,Producto H,Pescaditos SA de CV,Raul Jimenez
43615,155378.1023,Producto E,Libros al por Mayor S.A.P.I de C.V.,Raul Jimenez
43616,227712.8607,Producto E,Libros al por Mayor S.A.P.I de C.V.,Raul Jimenez
43619,1562160.018,Producto H,Pescaditos SA de CV,Raul Jimenez
43620,1147195.915,Producto H,Pescaditos SA de CV,Raul Jimenez
43622,1142791.356,Producto E,Libros al por Mayor S.A.P.I de C.V.,Raul Jimenez
43626,1173717.085,Producto E,Libros al por Mayor S.A.P.I de C.V.,Raul Jimenez
43637,5101734.678,Producto H,Pescaditos SA de CV,Raul Jimenez
43643,2773285.327,Producto E,Libros al por Mayor S.A.P.I de C.V.,Raul Jimenez
43647,2309851.125,Producto E,Libros al por Mayor S.A.P.I de C.V.,Raul Jimenez
43648,1442523.497,Producto H,Pescaditos SA de CV,Raul Jimenez
43649,1071887.803,Producto H,Pescaditos SA de CV,Raul Jimenez
43650,1883845.681,Producto H,Pescaditos SA de CV,Raul Jimenez
43661,3361198.288,Producto H,Pescaditos SA de CV,Raul Jimenez
43678,5057831.572,Producto H,Pescaditos SA de CV,Raul Jimenez
43682,2762385.564,Producto H,Pescaditos SA de CV,Raul Jimenez
43686,1675958.375,Producto H,Pescaditos SA de CV,Raul Jimenez
43690,2854418.643,Producto E,Libros al por Mayor S.A.P.I de C.V.,Raul Jimenez
43692,3305177.951,Producto E,Libros al por Mayor S.A.P.I de C.V.,Raul Jimenez
43692,8101251.017,Producto H,Pescaditos SA de CV,Raul Jimenez
43693,5371023.789,Producto H,Pescaditos SA de CV,Raul Jimenez
43696,4685879.471,Producto H,Pescaditos SA de CV,Raul Jimenez
43699,2105802.054,Producto E,Libros al por Mayor S.A.P.I de C.V.,Raul Jimenez
43703,2083533.332,Producto H,Pescaditos SA de CV,Raul Jimenez
43712,2263990.538,Producto E,Libros al por Mayor S.A.P.I de C.V.,Raul Jimenez
43721,1387849.295,Producto E,Libros al por Mayor S.A.P.I de C.V.,Raul Jimenez
43752,1996947.155,Producto E,Libros al por Mayor S.A.P.I de C.V.,Raul Jimenez
43753,2319468.377,Producto E,Libros al por Mayor S.A.P.I de C.V.,Raul Jimenez
43803,2418595.145,Producto E,Libros al por Mayor S.A.P.I de C.V.,Raul Jimenez
43808,2389689.064,Producto E,Libros al por Mayor S.A.P.I de C.V.,Raul Jimenez
43811,1481298.933,Producto E,Libros al por Mayor S.A.P.I de C.V.,Raul Jimenez
43815,2222921.629,Producto E,Libros al por Mayor S.A.P.I de C.V.,Raul Jimenez
43832,955564.2879,Producto E,Libros al por Mayor S.A.P.I de C.V.,Raul Jimenez
43836,2726287.2,Producto E,Libros al por Mayor S.A.P.I de C.V.,Raul Jimenez
43840,2737380.753,Producto E,Libros al por Mayor S.A.P.I de C.V.,Raul Jimenez
43845,1410031.779,Producto E,Libros al por Mayor S.A.P.I de C.V.,Raul Jimenez
43847,1765473.907,Producto E,Libros al por Mayor S.A.P.I de C.V.,Raul Jimenez
43586,201673.3851,Producto E,Libros al por Mayor S.A.P.I de C.V.,Raul Jimenez
43587,6625.944491,Producto E,Pescaditos SA de CV,Raul Jimenez
43587,1070969.768,Producto H,Pescaditos SA de CV,Raul Jimenez
43588,54628.03803,Producto H,Pescaditos SA de CV,Raul Jimenez
43588,66961.3636,Producto C,Pescaditos SA de CV,Raul Jimenez
43588,645232.272,Producto F,Libros al por Mayor S.A.P.I de C.V.,Raul Jimenez
43588,2045973.371,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43592,-19168.81015,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43592,80003.05894,Producto E,Pescaditos SA de CV,Raul Jimenez
43592,288362.9531,Producto F,Libros al por Mayor S.A.P.I de C.V.,Raul Jimenez
43592,401275.8823,Producto H,Pescaditos SA de CV,Raul Jimenez
43592,523982.6328,Producto E,Libros al por Mayor S.A.P.I de C.V.,Raul Jimenez
43592,558836.3295,Producto H,Pescaditos SA de CV,Raul Jimenez
43592,704449.2308,Producto C,Pescaditos SA de CV,Raul Jimenez
43592,2035950.453,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43593,-74082.76604,Producto C,Pescaditos SA de CV,Raul Jimenez
43593,653892.8647,Producto E,Libros al por Mayor S.A.P.I de C.V.,Raul Jimenez
43593,1554060.559,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43594,49252.07866,Producto E,Pescaditos SA de CV,Raul Jimenez
43594,1002225.381,Producto H,Pescaditos SA de CV,Raul Jimenez
43594,1327372.513,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43595,308150.1702,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43595,1670355.261,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43596,23837.7575,Producto E,Pescaditos SA de CV,Raul Jimenez
43596,863884.275,Producto H,Pescaditos SA de CV,Raul Jimenez
43598,153961.1864,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43598,592982.1181,Producto F,Libros al por Mayor S.A.P.I de C.V.,Raul Jimenez
43598,871538.3937,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43599,1144479.519,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43600,345999.6494,Producto F,Libros al por Mayor S.A.P.I de C.V.,Raul Jimenez
43600,689793.8516,Producto C,Pescaditos SA de CV,Raul Jimenez
43600,2027929.442,Producto E,Libros al por Mayor S.A.P.I de C.V.,Raul Jimenez
43601,174061.9721,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43601,639989.8881,Producto H,Pescaditos SA de CV,Raul Jimenez
43601,1107689.232,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43601,3629795.468,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43602,408566.9849,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43602,1710608.858,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43603,777195.143,Producto H,Pescaditos SA de CV,Raul Jimenez
43605,78831.4034,Producto H,Pescaditos SA de CV,Raul Jimenez
43605,128062.3167,Producto H,Pescaditos SA de CV,Raul Jimenez
43605,424293.1543,Producto C,Pescaditos SA de CV,Raul Jimenez
43605,711513.4796,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43606,385206.9365,Producto F,Libros al por Mayor S.A.P.I de C.V.,Raul Jimenez
43606,909785.8031,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43608,27638.54609,Producto C,Pescaditos SA de CV,Raul Jimenez
43608,54797.18021,Producto E,Pescaditos SA de CV,Raul Jimenez
43608,71889.73464,Producto E,Pescaditos SA de CV,Raul Jimenez
43608,93599.5072,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43608,381325.9222,Producto F,Libros al por Mayor S.A.P.I de C.V.,Raul Jimenez
43608,406838.0571,Producto H,Pescaditos SA de CV,Raul Jimenez
43608,533497.2368,Producto H,Pescaditos SA de CV,Raul Jimenez
43608,1851859.31,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43609,437919.2431,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43609,3486637.575,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43610,32158.48056,Producto E,Pescaditos SA de CV,Raul Jimenez
43610,750896.2078,Producto H,Pescaditos SA de CV,Raul Jimenez
43612,400443.2063,Producto C,Pescaditos SA de CV,Raul Jimenez
43612,624133.5767,Producto F,Libros al por Mayor S.A.P.I de C.V.,Raul Jimenez
43612,4958461.603,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43614,183133.8308,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43614,1362619.972,Producto H,Pescaditos SA de CV,Raul Jimenez
43614,3186055.758,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43615,187556.4268,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43615,291406.1172,Producto E,Libros al por Mayor S.A.P.I de C.V.,Raul Jimenez
43615,514527.9286,Producto F,Libros al por Mayor S.A.P.I de C.V.,Raul Jimenez
43615,3785823.657,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43616,51975.68719,Producto H,Pescaditos SA de CV,Raul Jimenez
43616,83333.54543,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43616,395326.2097,Producto C,Pescaditos SA de CV,Raul Jimenez
43616,1746031.835,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43619,41341.61191,Producto E,Pescaditos SA de CV,Raul Jimenez
43619,987669.9504,Producto H,Pescaditos SA de CV,Raul Jimenez
43619,2839042.577,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43620,99799.26229,Producto H,Pescaditos SA de CV,Raul Jimenez
43620,495910.4732,Producto C,Pescaditos SA de CV,Raul Jimenez
43620,1026651.402,Producto H,Pescaditos SA de CV,Raul Jimenez
43620,1331759.978,Producto E,Libros al por Mayor S.A.P.I de C.V.,Raul Jimenez
43620,1893837.968,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43621,431053.8162,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43621,547226.5786,Producto F,Libros al por Mayor S.A.P.I de C.V.,Raul Jimenez
43621,858813.736,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43622,74150.22547,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43622,291101.7931,Producto H,Pescaditos SA de CV,Raul Jimenez
43622,610392.8565,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43622,837226.9912,Producto H,Pescaditos SA de CV,Raul Jimenez
43623,84229.76179,Producto F,Libros al por Mayor S.A.P.I de C.V.,Raul Jimenez
43623,287180.0752,Producto H,Pescaditos SA de CV,Raul Jimenez
43623,507790.8282,Producto C,Pescaditos SA de CV,Raul Jimenez
43623,645771.1967,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43623,1618477.622,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43624,44524.72709,Producto E,Pescaditos SA de CV,Raul Jimenez
43624,48709.19703,Producto E,Pescaditos SA de CV,Raul Jimenez
43624,472774.4411,Producto H,Pescaditos SA de CV,Raul Jimenez
43626,367156.8321,Producto F,Libros al por Mayor S.A.P.I de C.V.,Raul Jimenez
43626,458841.376,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43626,919640.5664,Producto E,Libros al por Mayor S.A.P.I de C.V.,Raul Jimenez
43626,5862266.607,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43627,47875.22443,Producto H,Pescaditos SA de CV,Raul Jimenez
43627,222980.6595,Producto C,Pescaditos SA de CV,Raul Jimenez
43627,252498.2101,Producto H,Pescaditos SA de CV,Raul Jimenez
43627,396838.8816,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43627,945143.028,Producto E,Libros al por Mayor S.A.P.I de C.V.,Raul Jimenez
43627,2452104.446,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43628,1360234.431,Producto H,Pescaditos SA de CV,Raul Jimenez
43628,3549259.801,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43629,287335.5615,Producto C,Pescaditos SA de CV,Raul Jimenez
43629,784530.0024,Producto F,Libros al por Mayor S.A.P.I de C.V.,Raul Jimenez
43629,1450946.892,Producto E,Libros al por Mayor S.A.P.I de C.V.,Raul Jimenez
43630,298795.432,Producto F,Libros al por Mayor S.A.P.I de C.V.,Raul Jimenez
43630,660171.4239,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43630,1486703.287,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43630,2359662.681,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43631,147560.1441,Producto H,Pescaditos SA de CV,Raul Jimenez
43633,241566.7467,Producto C,Pescaditos SA de CV,Raul Jimenez
43633,257359.3489,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43633,2138489.827,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43634,189035.9469,Producto H,Pescaditos SA de CV,Raul Jimenez
43634,400375.0702,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43634,1945672.047,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43635,9632.632467,Producto E,Pescaditos SA de CV,Raul Jimenez
43635,71440.92129,Producto E,Pescaditos SA de CV,Raul Jimenez
43635,208265.0716,Producto C,Pescaditos SA de CV,Raul Jimenez
43635,246115.7647,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43635,257449.8896,Producto H,Pescaditos SA de CV,Raul Jimenez
43635,774129.2911,Producto E,Libros al por Mayor S.A.P.I de C.V.,Raul Jimenez
43635,1474022.784,Producto F,Libros al por Mayor S.A.P.I de C.V.,Raul Jimenez
43635,2158040.709,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43636,2241591.932,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43637,2088963.223,Producto E,Libros al por Mayor S.A.P.I de C.V.,Raul Jimenez
43637,2612619.384,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43638,42786.3314,Producto E,Pescaditos SA de CV,Raul Jimenez
43638,399244.5429,Producto H,Pescaditos SA de CV,Raul Jimenez
43640,249393.0803,Producto C,Pescaditos SA de CV,Raul Jimenez
43640,350082.0088,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43640,903753.9271,Producto H,Pescaditos SA de CV,Raul Jimenez
43640,1884563.938,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43641,119300.0573,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43641,874016.0283,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43642,149745.842,Producto F,Libros al por Mayor S.A.P.I de C.V.,Raul Jimenez
43642,240455.3249,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43642,1420931.696,Producto E,Libros al por Mayor S.A.P.I de C.V.,Raul Jimenez
43642,1933500.212,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43642,2747771.724,Producto C,Pescaditos SA de CV,Raul Jimenez
43643,76309.39704,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43643,266875.2485,Producto C,Pescaditos SA de CV,Raul Jimenez
43643,511347.9099,Producto H,Pescaditos SA de CV,Raul Jimenez
43643,1612604.631,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43644,228525.7596,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43644,2409393.401,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43645,190460.0259,Producto F,Libros al por Mayor S.A.P.I de C.V.,Raul Jimenez
43645,259445.5313,Producto E,Libros al por Mayor S.A.P.I de C.V.,Raul Jimenez
43647,47477.54603,Producto E,Pescaditos SA de CV,Raul Jimenez
43647,72649.80452,Producto C,Pescaditos SA de CV,Raul Jimenez
43647,232411.0476,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43647,239419.7004,Producto H,Pescaditos SA de CV,Raul Jimenez
43647,829433.959,Producto H,Pescaditos SA de CV,Raul Jimenez
43647,1559939.039,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43648,424450.5567,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43648,1665654.285,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43649,190107.4832,Producto H,Pescaditos SA de CV,Raul Jimenez
43649,372179.1509,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43649,390064.1591,Producto C,Pescaditos SA de CV,Raul Jimenez
43649,735716.3901,Producto F,Libros al por Mayor S.A.P.I de C.V.,Raul Jimenez
43649,867005.2803,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43650,1389162.945,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43651,58282.13049,Producto E,Pescaditos SA de CV,Raul Jimenez
43651,105467.0076,Producto F,Libros al por Mayor S.A.P.I de C.V.,Raul Jimenez
43651,195640.0601,Producto H,Pescaditos SA de CV,Raul Jimenez
43651,323896.4817,Producto C,Pescaditos SA de CV,Raul Jimenez
43651,824060.8421,Producto H,Pescaditos SA de CV,Raul Jimenez
43651,1074435.544,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43651,2124374.309,Producto E,Libros al por Mayor S.A.P.I de C.V.,Raul Jimenez
43651,3895420.357,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43652,218320.4476,Producto F,Libros al por Mayor S.A.P.I de C.V.,Raul Jimenez
43654,221914.4089,Producto C,Pescaditos SA de CV,Raul Jimenez
43655,110346.9455,Producto H,Pescaditos SA de CV,Raul Jimenez
43655,203792.7844,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43655,803813.6897,Producto E,Libros al por Mayor S.A.P.I de C.V.,Raul Jimenez
43655,974397.9885,Producto F,Libros al por Mayor S.A.P.I de C.V.,Raul Jimenez
43655,1558446.34,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43656,481909.7551,Producto C,Pescaditos SA de CV,Raul Jimenez
43656,580203.2434,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43656,1489671.379,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43657,78837.36387,Producto E,Pescaditos SA de CV,Raul Jimenez
43657,97443.01709,Producto H,Pescaditos SA de CV,Raul Jimenez
43657,138870.202,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43657,322315.0803,Producto C,Pescaditos SA de CV,Raul Jimenez
43657,2776160.294,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43658,-82653.86914,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43658,243343.7138,Producto H,Pescaditos SA de CV,Raul Jimenez
43658,440252.7066,Producto H,Pescaditos SA de CV,Raul Jimenez
43658,2323103.413,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43658,2437082.938,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43661,299457.3084,Producto C,Pescaditos SA de CV,Raul Jimenez
43661,433673.2718,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43661,1130614.402,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43661,1456506.904,Producto E,Libros al por Mayor S.A.P.I de C.V.,Raul Jimenez
43662,10072.37199,Producto E,Pescaditos SA de CV,Raul Jimenez
43662,177066.2127,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43662,1678284.849,Producto H,Pescaditos SA de CV,Raul Jimenez
43662,5026019.158,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43663,1899928.535,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43664,32694.76941,Producto H,Pescaditos SA de CV,Raul Jimenez
43664,47578.52268,Producto E,Pescaditos SA de CV,Raul Jimenez
43664,192354.4229,Producto C,Pescaditos SA de CV,Raul Jimenez
43664,1076642.199,Producto H,Pescaditos SA de CV,Raul Jimenez
43664,1911821.116,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43665,247619.8146,Producto F,Libros al por Mayor S.A.P.I de C.V.,Raul Jimenez
43665,281716.6317,Producto C,Pescaditos SA de CV,Raul Jimenez
43665,295610.4661,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43665,1405092.353,Producto E,Libros al por Mayor S.A.P.I de C.V.,Raul Jimenez
43665,4690203.689,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43666,994267.2988,Producto F,Libros al por Mayor S.A.P.I de C.V.,Raul Jimenez
43666,1175587.042,Producto H,Pescaditos SA de CV,Raul Jimenez
43668,136101.4078,Producto E,Pescaditos SA de CV,Raul Jimenez
43668,203751.4942,Producto C,Pescaditos SA de CV,Raul Jimenez
43668,276649.7303,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43668,382543.5887,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43668,731249.3624,Producto H,Pescaditos SA de CV,Raul Jimenez
43668,1330763.48,Producto H,Pescaditos SA de CV,Raul Jimenez
43669,100824.1842,Producto F,Libros al por Mayor S.A.P.I de C.V.,Raul Jimenez
43669,110402.8534,Producto H,Pescaditos SA de CV,Raul Jimenez
43669,142968.7987,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43669,225779.6936,Producto C,Pescaditos SA de CV,Raul Jimenez
43669,971618.5967,Producto E,Libros al por Mayor S.A.P.I de C.V.,Raul Jimenez
43669,1692389.886,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43670,211341.6546,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43670,527424.9999,Producto H,Pescaditos SA de CV,Raul Jimenez
43670,1022802.092,Producto H,Pescaditos SA de CV,Raul Jimenez
43670,1513550.035,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43671,273045.6948,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43671,973994.4065,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43671,3099883.619,Producto C,Pescaditos SA de CV,Raul Jimenez
43672,113224.8188,Producto H,Pescaditos SA de CV,Raul Jimenez
43672,230736.353,Producto C,Pescaditos SA de CV,Raul Jimenez
43672,384980.7233,Producto F,Libros al por Mayor S.A.P.I de C.V.,Raul Jimenez
43672,1644839.154,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43672,1861165.141,Producto E,Libros al por Mayor S.A.P.I de C.V.,Raul Jimenez
43672,1917024.506,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43673,69740.32619,Producto E,Pescaditos SA de CV,Raul Jimenez
43673,1456299.055,Producto H,Pescaditos SA de CV,Raul Jimenez
43676,85766.6318,Producto H,Pescaditos SA de CV,Raul Jimenez
43676,269379.5101,Producto C,Pescaditos SA de CV,Raul Jimenez
43676,2237449.768,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43677,251985.7014,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43677,377715.733,Producto F,Libros al por Mayor S.A.P.I de C.V.,Raul Jimenez
43677,1882269.42,Producto E,Libros al por Mayor S.A.P.I de C.V.,Raul Jimenez
43677,2254216.145,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43678,137724.0599,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43678,237350.8621,Producto C,Pescaditos SA de CV,Raul Jimenez
43678,1041063.782,Producto H,Pescaditos SA de CV,Raul Jimenez
43678,3593975.858,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43679,96402.49741,Producto F,Libros al por Mayor S.A.P.I de C.V.,Raul Jimenez
43679,210182.1288,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43679,366342.3385,Producto C,Pescaditos SA de CV,Raul Jimenez
43679,450725.6276,Producto H,Pescaditos SA de CV,Raul Jimenez
43679,1542197.888,Producto E,Libros al por Mayor S.A.P.I de C.V.,Raul Jimenez
43679,2666629.629,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez
43682,39152.84082,Producto E,Pescaditos SA de CV,Raul Jimenez
43682,499358.0637,Producto F,Libros al por Mayor S.A.P.I de C.V.,Raul Jimenez
43682,887466.3979,Producto H,Pescaditos SA de CV,Raul Jimenez
